,Unnamed: 0,Path,Tour.Length,Fold,EAX.PAR10,EAX.PQR10,EAX.LOG.PAR10,EAX.LOG.PQR10,LKH.PAR10,LKH.PQR10,LKH.LOG.PAR10,LKH.LOG.PQR10,mst_dists_mean,mst_dists_median,mst_dists_varcoeff,mst_dists_sum
498,499,eax---lkh---sophisticated/1000-98.tsp,20.4242,9,2.8187,2.8135,1.0363,1.0344,265.5436,203.3485,5.5818,5.3149,0.181343889677268,0.16358113750298198,0.666301033922197,0.34196231438592
499,500,eax---lkh---sophisticated/1000-99.tsp,19.9593,9,2.9241,2.951,1.073,1.0821,7618.7572,609.272,8.9384,6.4123,0.17671641575429603,0.160601541784892,0.671011098100624,0.336888213010049
500,501,lkh---eax---sophisticated/1000-1.tsp,21.9183,10,112.2061,94.003,4.7203,4.5433,1.366,1.404,0.3119,0.3393,0.198054645390721,0.193614753229206,0.501948180075008,0.37199504132488503
501,502,lkh---eax---sophisticated/1000-10.tsp,21.8609,6,19.5128,12.5555,2.9711,2.5302,3.3694,2.5175,1.2147,0.9233,0.19610001580980901,0.191021108319715,0.562340533035803,0.378392810949006
502,503,lkh---eax---sophisticated/1000-100.tsp,22.6608,10,43.7042,32.573,3.7774,3.4835,5.7319,3.334,1.746,1.2042,0.20464852148408202,0.202477144385302,0.480539005470667,0.402779757502479
503,504,lkh---eax---sophisticated/1000-101.tsp,21.7595,9,33.1262,23.3525,3.5003,3.1507,1.839,1.8525,0.6092,0.6165,0.197433982991122,0.18147998820890202,0.591858050058493,0.37774420421650895
504,505,lkh---eax---sophisticated/1000-102.tsp,22.428,2,113.2731,121.7125,4.7298,4.8017,4.0483,3.405,1.3983,1.2252,0.200072515673617,0.189947353718803,0.519921193895907,0.38580109951031605
505,506,lkh---eax---sophisticated/1000-103.tsp,23.3907,7,108.6325,96.8855,4.688,4.5735,4.4194,3.101,1.486,1.1317,0.210997353135377,0.204668819047191,0.484264314826851,0.40062766197086797
506,507,lkh---eax---sophisticated/1000-104.tsp,23.1897,2,37.0687,18.3135,3.6128,2.9076,1.6714,1.4985,0.5137,0.4045,0.211337971033899,0.199909184706117,0.486383421094273,0.40759007118445195
507,508,lkh---eax---sophisticated/1000-105.tsp,21.0064,4,22.0206,14.7025,3.092,2.688,1.6044,1.401,0.4727,0.3372,0.18509255048801898,0.169688078488416,0.610122033510684,0.36407695677575197
508,509,lkh---eax---sophisticated/1000-106.tsp,23.0731,1,20.8081,15.5515,3.0353,2.7442,2.7025,1.8705,0.9942,0.6262,0.21081030487312602,0.204620550459762,0.532886620008743,0.413381297835965
509,510,lkh---eax---sophisticated/1000-107.tsp,22.8153,1,105.4026,58.1555,4.6578,4.0631,2.5536,2.025,0.9375,0.7056,0.20486587681745602,0.199635381475884,0.481896244537631,0.385509710722995
510,511,lkh---eax---sophisticated/1000-108.tsp,20.9321,4,659.1653,210.116,6.491,5.3477,2.7663,1.6165,1.0175,0.4803,0.18841333334280097,0.17088958712059998,0.674541946085876,0.38986070998961203
511,512,lkh---eax---sophisticated/1000-109.tsp,22.2176,6,36.7509,24.4395,3.6042,3.1962,1.3496,1.2325,0.2998,0.209,0.199972790010451,0.18900678989845401,0.580442089972566,0.402552796096079
512,513,lkh---eax---sophisticated/1000-11.tsp,21.2662,7,32.2376,30.1665,3.4731,3.4067,4.0986,2.0155,1.4106,0.7009,0.189598427752377,0.16586527581397298,0.687007560948704,0.33992846718848296
513,514,lkh---eax---sophisticated/1000-110.tsp,21.6189,5,170.5454,71.471,5.139,4.2693,5.7383,4.4965,1.7472,1.5033,0.19385123026516798,0.180542224758252,0.575446694552857,0.372473783556195
514,515,lkh---eax---sophisticated/1000-111.tsp,21.673,4,361.9198,261.7155,5.8914,5.5673,37.5372,29.104,3.6253,3.3709,0.191967156155478,0.175548828594624,0.596921729734102,0.391559389169668
515,516,lkh---eax---sophisticated/1000-112.tsp,20.472,9,55.3828,38.637,4.0143,3.6542,3.6989,3.639,1.308,1.2917,0.182599519446517,0.155433434277786,0.762372871153196,0.379877768534042
516,517,lkh---eax---sophisticated/1000-113.tsp,22.7607,7,42.4545,29.0465,3.7484,3.3689,1.4946,1.4305,0.4019,0.358,0.203222025271948,0.192771345825908,0.482039117736557,0.372491488161153
517,518,lkh---eax---sophisticated/1000-114.tsp,22.5655,2,13.0625,4.1025,2.5697,1.4116,1.7397,1.6315,0.5537,0.4895,0.20378786924297,0.195292297945392,0.491061687939209,0.390585339239434
518,519,lkh---eax---sophisticated/1000-115.tsp,21.6052,5,54.8917,46.008,4.0054,3.8288,1.4973,1.441,0.4037,0.3653,0.19555460933175398,0.172584295081422,0.638692154296181,0.422388313207314
519,520,lkh---eax---sophisticated/1000-116.tsp,21.1184,3,639.0805,458.7745,6.46,6.1286,9.3987,6.7075,2.2406,1.9032,0.187707234720606,0.17353920623195002,0.622859432695535,0.377925147076513
520,521,lkh---eax---sophisticated/1000-117.tsp,22.4834,9,46.6663,27.743,3.843,3.323,1.5968,1.509,0.468,0.4114,0.20098225352254698,0.187266942373418,0.587347934750104,0.40167519858472905
521,522,lkh---eax---sophisticated/1000-118.tsp,22.1566,9,73.1361,44.0915,4.2923,3.7863,3.6542,2.9955,1.2959,1.0971,0.197987048930157,0.185993811444167,0.559680737615885,0.375923817863592
522,523,lkh---eax---sophisticated/1000-119.tsp,23.1003,10,20.4001,13.7155,3.0155,2.6185,2.0361,1.7685,0.711,0.5701,0.20798487851250902,0.20029679387888602,0.489043793966356,0.39595676552025
523,524,lkh---eax---sophisticated/1000-12.tsp,21.9686,10,36.4802,26.3085,3.5968,3.2699,2.5476,1.8575,0.9352,0.6192,0.198035336088557,0.185586575734055,0.543265027000611,0.381638405849432
524,525,lkh---eax---sophisticated/1000-120.tsp,20.9613,3,45.6247,41.3615,3.8204,3.7224,2.0586,1.7005,0.722,0.5309,0.186179933887268,0.172941910765706,0.590188970315741,0.36218408830833404
525,526,lkh---eax---sophisticated/1000-121.tsp,20.8204,2,142.3161,124.3945,4.9581,4.8235,3.174,2.525,1.155,0.9262,0.18482589249910902,0.168183492242331,0.604891156508661,0.363399608801898
526,527,lkh---eax---sophisticated/1000-122.tsp,21.2476,10,132.8148,97.3575,4.889,4.5784,9.6497,5.5725,2.2669,1.7178,0.18810460560062603,0.179484694136061,0.544530218183744,0.360216889754095
527,528,lkh---eax---sophisticated/1000-123.tsp,22.9948,3,69.2672,44.129,4.238,3.7871,3.0728,2.9675,1.1226,1.0877,0.208242626596584,0.201976144985268,0.470234591343834,0.39539447895043806
528,529,lkh---eax---sophisticated/1000-124.tsp,23.1393,6,51.8111,43.4995,3.9476,3.7727,5.21,4.346,1.6506,1.4693,0.207696448793812,0.20097131712702698,0.463509199889084,0.392290564448178
529,530,lkh---eax---sophisticated/1000-125.tsp,21.0753,2,16.0885,14.7715,2.7781,2.6927,2.924,2.33,1.073,0.8459,0.187781899081431,0.171138100722272,0.666928919782269,0.363596264815993
530,531,lkh---eax---sophisticated/1000-126.tsp,20.7865,10,216.6514,149.468,5.3783,5.0071,2.1751,1.958,0.7771,0.6719,0.185505420512667,0.166703470045204,0.668330167552419,0.378571674373963
531,532,lkh---eax---sophisticated/1000-127.tsp,22.6738,2,146.2998,110.6745,4.9857,4.7066,2.468,2.126,0.9034,0.7542,0.202776097352701,0.190009985459119,0.535812470405903,0.383436307949924
532,533,lkh---eax---sophisticated/1000-128.tsp,21.2118,8,31.0121,29.7405,3.4344,3.3925,1.8665,1.396,0.6241,0.3336,0.18910900960903798,0.173362731919334,0.623113589414468,0.372409487255411
533,534,lkh---eax---sophisticated/1000-129.tsp,21.8297,8,21.2124,21.8935,3.0546,3.0862,1.7994,1.1675,0.5875,0.1549,0.197526459715428,0.185712334593407,0.569314328038113,0.380891395172245
534,535,lkh---eax---sophisticated/1000-13.tsp,21.4334,9,12.0831,7.413,2.4918,2.0032,2.0729,1.427,0.7289,0.3556,0.19384935930658698,0.181275752460527,0.56637624807858,0.40190761910391604
535,536,lkh---eax---sophisticated/1000-130.tsp,21.9773,9,18.1219,9.8595,2.8971,2.2884,2.9404,1.3915,1.0785,0.3304,0.19623837363132,0.191067856058934,0.598774700065082,0.387583438252913
536,537,lkh---eax---sophisticated/1000-131.tsp,22.8892,5,62.4573,46.37,4.1345,3.8367,1.8483,1.829,0.6143,0.6038,0.206528089984999,0.197729706665976,0.492768965240682,0.398567251127713
537,538,lkh---eax---sophisticated/1000-132.tsp,22.9767,5,86.1745,29.3495,4.4564,3.3793,5.1679,4.459,1.6425,1.4949,0.206354959813994,0.200484941201719,0.482366653860898,0.40326326375987903
538,539,lkh---eax---sophisticated/1000-133.tsp,20.4471,9,388.5019,274.816,5.9623,5.6161,2.7344,2.2725,1.0059,0.8209,0.181554053911553,0.162215307610972,0.70430136462683,0.374242623049192
539,540,lkh---eax---sophisticated/1000-134.tsp,21.7457,7,177.3378,165.485,5.1781,5.1089,1.818,1.303,0.5977,0.2647,0.19442629644801201,0.17940817150599397,0.591504174725002,0.38575534855947896
540,541,lkh---eax---sophisticated/1000-135.tsp,21.53,3,150.5154,106.629,5.0141,4.6694,8.4396,4.679,2.1329,1.5431,0.193327469924162,0.183060613012201,0.582182365620595,0.37518987241928403
541,542,lkh---eax---sophisticated/1000-136.tsp,22.6109,6,45.9114,42.526,3.8267,3.7501,2.9403,2.1315,1.0785,0.7568,0.20319704329342497,0.190758535026023,0.511651553426834,0.39149978766189003
542,543,lkh---eax---sophisticated/1000-137.tsp,21.4935,1,68.9598,40.8985,4.2335,3.7111,1.4992,1.2805,0.4049,0.2473,0.192231342494919,0.183498334113372,0.591788574819875,0.36027128443330103
543,544,lkh---eax---sophisticated/1000-138.tsp,21.9166,7,51.3945,32.7785,3.9395,3.4898,3.3238,2.175,1.2011,0.777,0.196715591002837,0.175448348852687,0.546219896446538,0.375891918600797
544,545,lkh---eax---sophisticated/1000-139.tsp,22.6773,1,22.0893,19.0445,3.0951,2.9468,14.8343,13.6095,2.6969,2.6108,0.205092188356043,0.20259963922111698,0.480018952360864,0.398153979620189
545,546,lkh---eax---sophisticated/1000-14.tsp,22.9192,3,297.4809,177.165,5.6954,5.1771,16.1348,11.041,2.781,2.4016,0.20789410992394003,0.197063096301966,0.515350834327709,0.397800556703143
546,547,lkh---eax---sophisticated/1000-140.tsp,21.7397,2,45.393,29.364,3.8154,3.3798,12.9829,10.069,2.5636,2.3095,0.194412442126881,0.184696362547916,0.582335356313983,0.37523636102977204
547,548,lkh---eax---sophisticated/1000-141.tsp,21.7212,9,12.7088,12.449,2.5423,2.5216,1.2396,1.168,0.2148,0.1553,0.195895917069164,0.18469455967767098,0.56147469496725,0.365597130741031
548,549,lkh---eax---sophisticated/1000-142.tsp,22.4391,6,196.3468,133.849,5.2799,4.8967,2.501,2.4975,0.9167,0.9153,0.20233195844353902,0.19634421356353798,0.534534077325796,0.382857357067241
549,550,lkh---eax---sophisticated/1000-143.tsp,23.1907,10,48.6053,31.7705,3.8837,3.4585,3.6458,3.4135,1.2936,1.2277,0.20892349625370701,0.20152836546216998,0.473146707576,0.399792319082856
550,551,lkh---eax---sophisticated/1000-144.tsp,21.8048,5,54.5932,21.7305,3.9999,3.0787,1.641,1.423,0.4953,0.3528,0.197369136948572,0.17834962262100001,0.615077968729951,0.395974631582812
551,552,lkh---eax---sophisticated/1000-145.tsp,22.4919,7,92.7909,66.814,4.5303,4.2019,1.8185,1.5455,0.598,0.4353,0.202641143219946,0.197662678857417,0.511970948784841,0.38618263356152605
552,553,lkh---eax---sophisticated/1000-146.tsp,18.5568,6,44.8038,40.92,3.8023,3.7116,4.5749,3.994,1.5206,1.3848,0.165100314117262,0.134202078017558,0.888618699864653,0.296542591487348
553,554,lkh---eax---sophisticated/1000-147.tsp,22.3599,8,76.1302,56.799,4.3324,4.0395,2.3931,2.0235,0.8726,0.7048,0.199937074803293,0.188676374987927,0.56943233692999,0.383338129000729
554,555,lkh---eax---sophisticated/1000-148.tsp,22.9362,8,15.0518,16.0865,2.7115,2.778,1.4921,1.433,0.4002,0.3598,0.20610028964621202,0.196749832548153,0.500920430735721,0.38732870513837503
555,556,lkh---eax---sophisticated/1000-149.tsp,22.9136,3,89.793,70.3785,4.4975,4.2539,6.3865,7.1605,1.8542,1.9686,0.20693688146584802,0.20335678086396702,0.503058986866404,0.39771258722790903
556,557,lkh---eax---sophisticated/1000-15.tsp,20.4763,1,18.6237,18.2885,2.9244,2.9063,7.0043,4.7455,1.9465,1.5572,0.183560167079093,0.168715151914819,0.669902257326645,0.39163580196886805
557,558,lkh---eax---sophisticated/1000-150.tsp,20.6089,3,46.3031,31.932,3.8352,3.4636,1.2371,1.2145,0.2128,0.1943,0.18388617934226598,0.154929863389652,0.720326032985029,0.39053525239903897
558,559,lkh---eax---sophisticated/1000-151.tsp,21.0785,10,70.4034,53.953,4.2542,3.9881,3.0311,2.462,1.1089,0.901,0.184601849822132,0.16426713492429101,0.657970766353753,0.37207787263749903
559,560,lkh---eax---sophisticated/1000-152.tsp,22.9648,6,35.2536,22.722,3.5626,3.1233,1.2616,1.14,0.2324,0.131,0.207668511881252,0.199610969734922,0.492615793072989,0.39456109796176797
560,561,lkh---eax---sophisticated/1000-153.tsp,23.0675,3,44.0047,22.897,3.7843,3.131,4.0054,3.5595,1.3876,1.2696,0.20826138230000701,0.206173635546665,0.491075930415424,0.40053339570109003
561,562,lkh---eax---sophisticated/1000-154.tsp,23.0861,2,971.4782,898.992,6.8788,6.8013,2.5141,2.287,0.9219,0.8272,0.20894890926119203,0.205324618884717,0.447589445351778,0.398281486742246
562,563,lkh---eax---sophisticated/1000-155.tsp,21.6902,6,293.5819,318.3855,5.6822,5.7633,15.6483,9.4565,2.7504,2.2467,0.193839377137833,0.177975342480351,0.611475850003926,0.401293540692889
563,564,lkh---eax---sophisticated/1000-156.tsp,21.2527,8,89.5178,108.8245,4.4944,4.6897,2.4586,2.27,0.8996,0.8198,0.190015578745686,0.17706028313129502,0.606832721564234,0.360240771098447
564,565,lkh---eax---sophisticated/1000-157.tsp,23.1051,9,25.0014,17.145,3.2189,2.8417,4.8288,3.101,1.5746,1.1317,0.20836361383416901,0.19680473188140601,0.512528918564669,0.414496526260764
565,566,lkh---eax---sophisticated/1000-158.tsp,21.5268,4,59.7616,39.9825,4.0904,3.6884,3.1344,2.8575,1.1424,1.0499,0.191976712249214,0.179537099133265,0.590712878112892,0.408879012396505
566,567,lkh---eax---sophisticated/1000-159.tsp,20.9171,2,52.0734,34.2485,3.9527,3.5336,3.2957,2.238,1.1926,0.8056,0.187233335628401,0.17026356905834,0.660948583567086,0.380862062055792
567,568,lkh---eax---sophisticated/1000-16.tsp,23.2644,9,70.6532,65.477,4.2578,4.1817,2.4504,2.136,0.8963,0.7589,0.21136415381952,0.20737685313381202,0.496803013500277,0.410871557992566
568,569,lkh---eax---sophisticated/1000-160.tsp,21.8741,3,115.1339,116.7955,4.7461,4.7604,52.1363,33.4965,3.9539,3.5114,0.195754073922074,0.182596104870541,0.572896159605083,0.408244804998917
569,570,lkh---eax---sophisticated/1000-161.tsp,22.0956,3,15.3995,16.404,2.7343,2.7975,1.081,1.0475,0.0779,0.0464,0.199544841162029,0.184304930523526,0.521275074439745,0.395784821818337
570,571,lkh---eax---sophisticated/1000-162.tsp,20.6559,6,18.0848,9.1585,2.8951,2.2147,1.3747,1.224,0.3182,0.2021,0.184529870872299,0.17547641082752902,0.572234062509284,0.359523201873035
571,572,lkh---eax---sophisticated/1000-163.tsp,20.0361,2,480.9166,342.1235,6.1757,5.8352,3.6214,3.249,1.2869,1.1783,0.17752315812525898,0.166620828752187,0.659697222264716,0.330731546774708
572,573,lkh---eax---sophisticated/1000-164.tsp,18.4586,2,67.9164,45.7825,4.2183,3.8239,8.3112,4.253,2.1176,1.4476,0.16348725841777298,0.12661940988506099,0.89306981460372,0.36979099383834196
573,574,lkh---eax---sophisticated/1000-165.tsp,22.1072,1,34.7634,29.179,3.5486,3.3734,1.7337,1.468,0.5503,0.3839,0.19943167710991,0.195410578692718,0.489273127207854,0.37985375248737596
574,575,lkh---eax---sophisticated/1000-166.tsp,19.9207,2,30.5501,21.4565,3.4194,3.066,6.8319,7.419,1.9216,2.004,0.17626403180371597,0.16002583634679401,0.778078714736618,0.37785131222461804
575,576,lkh---eax---sophisticated/1000-167.tsp,23.0043,2,35.8503,32.863,3.5794,3.4923,2.8426,2.3775,1.0447,0.866,0.2098317648788,0.204360364007742,0.457193600908333,0.402280357279714
576,577,lkh---eax---sophisticated/1000-168.tsp,23.2532,9,202.5105,123.3955,5.3108,4.8154,3.3697,2.415,1.2148,0.8817,0.21142677698941,0.203314363644228,0.491247162431804,0.411228202657366
577,578,lkh---eax---sophisticated/1000-169.tsp,21.621,4,245.2984,152.3695,5.5025,5.0263,4.551,2.4965,1.5153,0.9149,0.191657180918696,0.179554335236803,0.586921883209077,0.373995506785616
578,579,lkh---eax---sophisticated/1000-17.tsp,20.2511,6,40.3981,25.3485,3.6988,3.2327,16.7534,14.6095,2.8186,2.6817,0.179161496095437,0.144650402772312,0.753566383238076,0.325379940159883
579,580,lkh---eax---sophisticated/1000-170.tsp,22.4111,7,19.8291,10.928,2.9872,2.3913,2.2497,1.657,0.8108,0.505,0.20162199546882803,0.190462466153055,0.552502059648903,0.39779053930533603
580,581,lkh---eax---sophisticated/1000-171.tsp,20.9755,1,83.1099,58.4735,4.4202,4.0686,16.8586,14.357,2.8249,2.6642,0.185130971188039,0.168161200932125,0.630069609596471,0.35648648770496605
581,582,lkh---eax---sophisticated/1000-172.tsp,22.4167,9,434.7324,365.6755,6.0747,5.9017,2.9927,2.071,1.0962,0.728,0.201974639193938,0.19569302246326603,0.494071758270758,0.385962172893355
582,583,lkh---eax---sophisticated/1000-173.tsp,21.5851,9,103.7282,111.1535,4.6418,4.7109,3.5326,1.752,1.262,0.5608,0.19278910985152198,0.186507828206719,0.562622707876605,0.360787250740968
583,584,lkh---eax---sophisticated/1000-174.tsp,21.598,3,619.1765,445.3025,6.4284,6.0988,1.5207,1.419,0.4192,0.35,0.19434156519317,0.178663405680904,0.603137232937854,0.37715595994226897
584,585,lkh---eax---sophisticated/1000-175.tsp,22.6391,6,23.9291,11.2185,3.1751,2.4176,1.4981,1.122,0.4042,0.1151,0.20378337963121998,0.193845896289923,0.474595890810622,0.393446774409094
585,586,lkh---eax---sophisticated/1000-176.tsp,22.9529,3,39.8933,15.979,3.6862,2.7713,2.7792,2.3465,1.0222,0.8529,0.207404695866647,0.19879316854263698,0.51812421504274,0.38529635156430303
586,587,lkh---eax---sophisticated/1000-177.tsp,20.8226,5,210.553,169.95,5.3497,5.1355,2.3026,1.516,0.834,0.4161,0.18531459520528498,0.17758705126931898,0.60513230200094,0.396278118620454
587,588,lkh---eax---sophisticated/1000-178.tsp,21.8932,7,603.4528,344.347,6.4027,5.8416,5.767,4.051,1.7522,1.399,0.195769002516324,0.183793241421019,0.557476989574118,0.377412977912556
588,589,lkh---eax---sophisticated/1000-179.tsp,20.5131,3,44.975,24.7655,3.8061,3.2095,2.2947,1.604,0.8306,0.4725,0.181686158121609,0.16373745546324597,0.638419813026564,0.356658361381311
589,590,lkh---eax---sophisticated/1000-18.tsp,20.2812,5,17.2797,10.8285,2.8495,2.3822,1.7382,1.7465,0.5529,0.5576,0.18018053552032598,0.159342931847617,0.689909869307493,0.35176628889426204
590,591,lkh---eax---sophisticated/1000-180.tsp,21.0142,6,122.1397,86.4605,4.8052,4.4597,1.6626,1.2335,0.5084,0.2099,0.187255455256254,0.16343976975437402,0.656089592902275,0.406548334588663
591,592,lkh---eax---sophisticated/1000-181.tsp,23.313,8,10.6663,7.064,2.3671,1.955,1.4558,1.1845,0.3756,0.1693,0.21074698211087,0.20523821944409298,0.473811558870282,0.397056456954731
592,593,lkh---eax---sophisticated/1000-182.tsp,20.5516,1,41.7153,31.8165,3.7309,3.46,2.5988,2.127,0.955,0.7547,0.18106304351689,0.164565509931725,0.650843739285165,0.349724632673186
593,594,lkh---eax---sophisticated/1000-183.tsp,18.6313,2,39.939,27.151,3.6874,3.3014,1.2895,1.336,0.2543,0.2897,0.162879361651502,0.132978686035775,0.789247398771676,0.33043804932854803
594,595,lkh---eax---sophisticated/1000-184.tsp,23.0313,4,67.3574,42.208,4.21,3.7426,2.4682,2.2865,0.9035,0.827,0.207217624023171,0.203132915188673,0.461091306070088,0.40351505559094203
595,596,lkh---eax---sophisticated/1000-185.tsp,23.2415,6,11.7617,7.1575,2.4648,1.9682,3.2588,2.641,1.1814,0.9712,0.210684464489104,0.206520516037062,0.472805632036514,0.401325171891734
596,597,lkh---eax---sophisticated/1000-186.tsp,23.1548,2,74.3437,68.6795,4.3087,4.2295,8.2596,7.9045,2.1114,2.0674,0.208036447845817,0.204285072101826,0.499610558608042,0.403669452034267
597,598,lkh---eax---sophisticated/1000-187.tsp,20.2811,4,53.574,41.347,3.9811,3.722,3.2048,3.169,1.1646,1.1534,0.18001816253809,0.164668642755432,0.612169680016738,0.370987446798942
598,599,lkh---eax---sophisticated/1000-188.tsp,21.9063,5,541.843,409.8885,6.295,6.0159,4.5822,2.9835,1.5222,1.0931,0.195588596960951,0.17788470413764398,0.594459578131591,0.374890743470391
599,600,lkh---eax---sophisticated/1000-189.tsp,22.6655,6,149.597,105.314,5.0079,4.6569,2.1657,1.408,0.7727,0.3422,0.20376118512346103,0.198500483405945,0.506049112158977,0.38865643610052997
600,601,lkh---eax---sophisticated/1000-19.tsp,22.5197,1,37.8837,39.1105,3.6345,3.6664,2.2861,1.9655,0.8268,0.6757,0.20152352951935298,0.19801298546108298,0.494063468914256,0.38301484463715696
601,602,lkh---eax---sophisticated/1000-190.tsp,22.8654,9,31.9197,15.693,3.4632,2.7532,1.9935,1.5305,0.6899,0.4256,0.20477386973133002,0.19491999114417802,0.48601186499394,0.398436032216407
602,603,lkh---eax---sophisticated/1000-191.tsp,22.7659,3,98.3874,78.6855,4.5889,4.3655,4.5222,3.8245,1.509,1.3414,0.205927899341887,0.19855763696370798,0.506167522461861,0.409306869886478
603,604,lkh---eax---sophisticated/1000-192.tsp,21.4106,7,101.71,74.5835,4.6221,4.3119,3.589,2.3115,1.2779,0.8379,0.19006915840108102,0.174731540165743,0.607163607547917,0.375485417292975
604,605,lkh---eax---sophisticated/1000-193.tsp,19.8899,1,47.8947,33.3405,3.869,3.5068,3.4397,2.4085,1.2354,0.879,0.175979669659165,0.140405143943806,0.745056628942406,0.32162097252293603
605,606,lkh---eax---sophisticated/1000-194.tsp,21.4969,9,31.7269,20.2275,3.4572,3.007,1.909,1.9665,0.6466,0.6763,0.192999227734509,0.17574660369533102,0.641302763327169,0.39726947322404704
606,607,lkh---eax---sophisticated/1000-195.tsp,23.172,8,4414.7444,810.5435,8.3927,6.6977,3.3127,2.299,1.1978,0.8325,0.208556193506945,0.198402904059512,0.476027053670379,0.396115239576247
607,608,lkh---eax---sophisticated/1000-196.tsp,21.8249,10,32.521,29.458,3.4819,3.383,2.0823,1.736,0.7335,0.5516,0.19591329983547598,0.18551384273260801,0.550853119456184,0.368340315801907
608,609,lkh---eax---sophisticated/1000-197.tsp,19.6786,7,59.1252,52.453,4.0797,3.9599,19.305,12.4595,2.9604,2.5225,0.17500096093519601,0.15299606923790798,0.704049104593581,0.343007130396698
609,610,lkh---eax---sophisticated/1000-198.tsp,21.9748,5,186.1685,148.078,5.2267,4.9977,2.4231,2.218,0.885,0.7966,0.197716773859418,0.18923476647432402,0.509290821091929,0.386309466267449
610,611,lkh---eax---sophisticated/1000-199.tsp,21.4466,6,48.8503,27.336,3.8888,3.3082,2.1167,1.1715,0.7499,0.1583,0.189511385484118,0.176743435318922,0.583477113995689,0.36603903399918797
611,612,lkh---eax---sophisticated/1000-2.tsp,22.4716,7,238.968,108.341,5.4763,4.6853,1.4413,1.3825,0.3655,0.3239,0.200202381211224,0.189242856318981,0.509968292829973,0.406250729942644
612,613,lkh---eax---sophisticated/1000-20.tsp,22.491,7,31.3598,14.6815,3.4455,2.6866,8.624,3.239,2.1545,1.1753,0.201076803464256,0.192674196575091,0.524620666203138,0.377505674575348
613,614,lkh---eax---sophisticated/1000-200.tsp,21.5629,9,64.1216,51.68,4.1608,3.9451,2.2477,2.143,0.8099,0.7622,0.192114992585191,0.17469076253081198,0.567960951880044,0.368544852208805
614,615,lkh---eax---sophisticated/1000-201.tsp,20.3783,5,896.7983,800.629,6.7988,6.6854,2.6705,1.64,0.9823,0.4947,0.182495851325379,0.165256868569373,0.640830807868153,0.413776964243154
615,616,lkh---eax---sophisticated/1000-202.tsp,22.4324,4,46.4006,37.3835,3.8373,3.6212,1.8655,2.057,0.6235,0.7212,0.20284455085104297,0.188265696314429,0.520400353583714,0.4064989618683
616,617,lkh---eax---sophisticated/1000-203.tsp,21.7066,10,200.2718,105.551,5.2997,4.6592,2.0421,1.8415,0.714,0.6106,0.19436536060565002,0.178520408160501,0.557472515613056,0.395613106930819
617,618,lkh---eax---sophisticated/1000-204.tsp,21.5031,9,32.9944,28.091,3.4963,3.3354,1.8647,1.737,0.6231,0.5522,0.19321468220611598,0.178800815498046,0.642183115793278,0.393767908370324
618,619,lkh---eax---sophisticated/1000-205.tsp,20.7153,1,41.5498,45.4435,3.7269,3.8165,2.5317,2.0255,0.9289,0.7058,0.185533002115502,0.170445988829217,0.646407352412739,0.38651061942296705
619,620,lkh---eax---sophisticated/1000-206.tsp,21.8263,2,33.0521,32.467,3.4981,3.4802,2.7687,1.96,1.0184,0.6729,0.19372356828012802,0.183977292358871,0.581216749078408,0.380571925832488
620,621,lkh---eax---sophisticated/1000-207.tsp,20.947,5,21.7418,16.558,3.0792,2.8069,2.5923,1.6925,0.9525,0.5262,0.18709426913736502,0.176872986533047,0.591638711576351,0.364397615614707
621,622,lkh---eax---sophisticated/1000-208.tsp,22.396,5,23.9777,18.0435,3.1771,2.8928,1.4289,1.407,0.3569,0.3415,0.20085873656477501,0.192627018053774,0.488655131845491,0.386989664668453
622,623,lkh---eax---sophisticated/1000-209.tsp,23.3469,4,353.9056,277.2155,5.869,5.6248,4.2047,4.38,1.4362,1.477,0.211946709350055,0.20523912853933,0.469346809711911,0.407724933529426
623,624,lkh---eax---sophisticated/1000-21.tsp,22.9015,3,103.5067,93.792,4.6396,4.5411,4.9321,3.0105,1.5958,1.1021,0.20536210882469702,0.189131433666739,0.510898562053865,0.41632448554034995
624,625,lkh---eax---sophisticated/1000-210.tsp,23.4023,8,185.1566,189.436,5.2212,5.2441,3.2382,2.2245,1.175,0.7995,0.21134882967783802,0.203966286745429,0.46024574306659,0.395894157577519
625,626,lkh---eax---sophisticated/1000-211.tsp,23.5037,4,11.2343,6.448,2.419,1.8638,1.4854,1.3945,0.3957,0.3325,0.212832677913026,0.209178385355657,0.459344029251948,0.398488466852155
626,627,lkh---eax---sophisticated/1000-212.tsp,22.1522,9,154.4457,171.4165,5.0398,5.1441,2.7101,2.1185,0.997,0.7507,0.198701580857132,0.18473999620898401,0.57290349825253,0.369803884756846
627,628,lkh---eax---sophisticated/1000-213.tsp,22.1063,8,48.8885,35.994,3.8895,3.5834,4.4464,2.8265,1.4921,1.039,0.19824368855450103,0.189953574728199,0.552767671148839,0.393453945033137
628,629,lkh---eax---sophisticated/1000-214.tsp,19.668,2,200.3568,156.273,5.3001,5.0516,3.5101,3.302,1.2556,1.1945,0.173560425938037,0.14294019445794,0.78559972842641,0.302307036124773
629,630,lkh---eax---sophisticated/1000-215.tsp,20.408,9,78.518,37.095,4.3633,3.6135,2.9632,2.3065,1.0863,0.8357,0.182967779225526,0.154240271511569,0.696393928251261,0.373240051781566
